Ca;Co;Cu;NO3;I;SO4;Cl;B;Zn;Mn;Mo;Fe;K;Mg;Na;PO4;NH4;Al;Ni;chlorophyll_percent;node_count;side_shoots_count;plant_height;true_leaves_count;reproduction_coefficient
9.024533072858418e-05;6.644384435577489e-06;5.339674725477638e-05;1.4213712379345767e-05;1.1706610730904066e-06;4.22034260127639e-05;2.9504070765415623e-05;4.860004937976031e-05;5.771998867345508e-05;4.373907230894736e-06;1.2300329512374564e-05;5.586423964504254e-05;3.4316735317265825e-05;7.29173487549448e-05;6.522916485919397e-05;8.456043629899069e-05;6.924928266692253e-05;4.299310773901481e-05;6.729666223944324e-05;0.15466758639605457;42;27;30;45;101546
2.906503293653684e-05;2.3357908312186628e-05;7.359844887570796e-05;7.844921240623193e-07;5.392305273364832e-05;7.93766807029754e-05;2.662282863174682e-05;6.032915106120174e-05;6.689001056186179e-05;6.5502469640509e-05;4.458496341987177e-05;3.465779878757792e-05;8.359240730278135e-05;7.584459569998644e-05;3.212551734139125e-05;1.0301919444220607e-05;7.180754544546919e-06;9.427597789893603e-06;5.8286936119204286e-05;0.1510501882035249;46;36;29;35;101510
2.148546064249981e-05;4.033016105151299e-06;2.011365425903773e-05;1.786288767542995e-05;3.3774799673484724e-05;4.184494971754581e-05;5.08538891497708e-05;4.7675387550832816e-05;2.706746059652894e-05;2.9170668574074465e-06;6.0510162223715074e-05;3.957448298473544e-05;2.9867215738754973e-05;8.669410428305124e-05;7.467433077981598e-05;8.577655483724422e-05;4.94982794712461e-05;1.3093125212677749e-05;6.962214361212724e-05;0.15094336567005967;46;32;33;37;101509
4.08699562270934e-05;4.666831558308642e-05;5.2709789853439e-06;3.756622954398059e-06;7.171814470467577e-05;5.380946641211113e-05;5.087059842162667e-05;2.431245304226687e-05;7.447507316299222e-05;1.6823657910849187e-05;1.8993474366102005e-05;4.607121713482755e-05;2.862798621119409e-05;2.474629812331464e-05;6.452376445533317e-05;6.509717452185445e-05;8.245170697999293e-05;4.177085669729759e-05;7.308509102615024e-06;0.1480296524162857;42;26;27;43;101480
5.560552168046062e-06;6.877962219649314e-07;2.1244727719547296e-05;6.635235939134523e-05;4.111974888825458e-05;4.024062592993118e-05;8.845868882296138e-05;8.955628481318388e-05;9.091752640535858e-05;3.1387807651502734e-05;6.910558127392618e-05;2.7163318127436965e-05;1.906098330744498e-05;1.8463245734736924e-05;3.4210762086359404e-05;4.299576197798217e-05;8.309491710550684e-05;1.1989109347271213e-05;7.349258473948942e-05;0.14347894772428704;46;36;30;43;101434
8.324894744194486e-05;8.805824431209667e-05;6.068314289137332e-05;8.607285593880848e-05;1.541495844840768e-06;1.0723580176952352e-05;9.257606705209876e-06;7.12604684254733e-05;6.958178354357903e-06;4.9636437246630704e-05;4.727068986362892e-05;3.1070352355824096e-05;8.704051699420998e-05;1.70433201879996e-05;3.5246278439923984e-05;7.741715000229292e-05;3.0422314393284244e-06;6.729504002463687e-05;8.163977263615706e-05;0.14330128836233777;45;30;32;45;101433
4.425455148147456e-05;6.493223245768817e-05;9.362806214689269e-05;6.4006346608620925e-06;8.247432373470076e-05;2.9238311041219314e-05;4.4391945450637785e-05;2.191332877500896e-06;3.0104607783431305e-05;5.026312426301305e-05;5.617607734743901e-06;4.9109572938316514e-05;9.271106288584272e-05;1.0539321810780523e-05;7.644407280755044e-05;4.096710533759926e-05;6.551737145243381e-05;2.6023659798522937e-05;1.5949226254135828e-05;0.1403197265399618;42;24;32;43;101403
5.959415957307044e-05;2.505444242713202e-05;3.338420643433858e-05;4.712507166235282e-05;2.6770585703127847e-06;9.193793592083766e-06;6.859292207082197e-05;4.2896998071750725e-05;8.647902219998955e-05;6.946720036441995e-05;8.100941647322446e-07;6.167123307671349e-05;9.372486605971642e-06;7.809331797904944e-05;9.91507688278502e-05;5.3119879424151154e-05;6.827795001941304e-05;2.3731416089475155e-05;4.375977437537936e-05;0.13955651804413596;46;29;32;48;101395
5.292555409507501e-05;9.4894013128426e-05;7.323150427723391e-06;5.998679731550472e-05;5.2649852732824135e-05;5.162330979358292e-05;8.731592873828265e-05;2.0553847069548647e-05;4.077327434137146e-06;6.722715076341926e-05;3.4515746413598014e-05;1.7589916212524592e-06;2.5137400729041384e-05;3.093267742168119e-05;6.168383767842421e-05;1.725857940492721e-05;4.1305434795339806e-05;4.8247544441783256e-05;4.5923739136409095e-05;0.13568216473480277;46;33;30;41;101356
6.387392562892379e-05;8.470469188705548e-05;5.400657152841718e-05;4.142768475898826e-05;9.77182906594996e-05;5.8212137081983607e-05;8.668735827991789e-05;9.5329239636629e-05;6.753546270086593e-05;5.4893867851867496e-05;3.510850910650621e-07;4.001964073900599e-06;2.008512160511164e-05;1.860084318559953e-05;2.547587951998453e-05;3.0493463769766084e-05;3.6006549355072826e-05;4.205376900688765e-05;9.886633845601468e-06;0.12878309386955247;46;32;26;43;101287
6.487218801549056e-05;3.901959672499024e-05;4.985448783312933e-05;8.756533876745859e-05;1.0856314470280935e-05;7.917328929996529e-05;1.7075455099619643e-05;3.6707982804628393e-06;1.855746027450477e-05;7.650431899704898e-05;4.0512607333686e-05;8.72520516846182e-05;5.247075411822658e-05;2.225035192633096e-06;7.167136096019268e-05;1.102329087212327e-05;7.893796334619244e-05;1.6810254980518003e-05;3.4544638580551346e-05;0.12632637682293857;40;30;34;42;101263
4.3876222065162975e-05;2.340762039841152e-05;4.118634653864517e-05;7.160919178315136e-05;1.0943040483597931e-05;2.7046910561650885e-05;4.663590046159039e-06;4.323477383381316e-05;8.274457359796133e-05;2.4663688298010803e-06;6.75323526807166e-05;9.324958745137396e-05;2.369278615111823e-05;6.936348407276482e-05;9.751019011002005e-05;9.622780601524633e-05;2.349291930291433e-05;1.003310532120687e-05;1.4828253789591596e-05;0.12520858168904916;42;26;34;41;101252
6.82479066236862e-05;1.0157454423538135e-05;3.283520738107182e-05;7.527224100360386e-06;7.336075951691956e-06;1.9583924189423374e-05;4.852532545932269e-05;7.847743211627893e-05;4.854958911658726e-05;3.3547661056086975e-05;8.235299033675814e-06;5.502955231831296e-05;2.712685864831768e-05;6.149341779171475e-05;9.771877391324184e-05;1.1131432147755015e-05;2.1212539872194e-05;4.7309453809937474e-05;9.686138153459296e-05;0.12203860028647286;39;29;27;39;101220
8.441704489691972e-05;8.056701529500532e-05;5.853543643967522e-05;8.682712805132586e-05;2.0584121003676827e-05;1.1191961939772788e-05;2.6974961151698964e-05;5.708685608931486e-06;5.31169528001032e-05;9.366056922949616e-05;3.934354066850965e-06;1.221099140100268e-05;4.521990282834353e-05;9.33875017527905e-05;3.161561049767505e-05;5.072348086883924e-05;4.15728590503921e-06;1.4834320096208886e-05;9.866301229588467e-05;0.12077372114832527;47;28;32;44;101207
5.228275273109288e-05;7.697802954712785e-07;8.300653721957794e-05;7.041223542324347e-05;6.618292896781035e-05;6.878065769765896e-06;3.6205585017249145e-05;9.353822607327864e-05;8.625892413413638e-05;2.8554293786953347e-05;1.5705888409913872e-05;4.490879571685771e-05;3.558303786676609e-05;6.822263767059912e-05;9.664348100843195e-05;3.630014499825615e-05;6.2224172652242005e-06;8.976140083423853e-05;3.7949730239870807e-06;0.11372133441917542;42;28;36;41;101137
4.40218972971002e-05;3.901132134339332e-05;6.725671950946231e-05;6.90506632011136e-05;4.592005609126304e-06;3.3874449424367216e-05;4.117645502263774e-05;9.68921611641681e-06;2.359008666982884e-05;5.164179722275664e-06;9.962420986170208e-05;7.365572029698445e-05;8.745015650275367e-06;2.024937979009212e-06;7.192878001522802e-05;4.3919216568266695e-05;7.86796709064576e-05;9.234760378183836e-05;5.993003890163725e-05;0.10778039731806337;41;31;34;41;101077
4.751708660226283e-05;3.172591743568676e-05;7.663040711189e-05;4.979485925822639e-05;3.100340240124501e-05;8.119677423908017e-05;8.67152151001122e-05;6.73008166288677e-05;4.6964422407667295e-06;5.6632288016653214e-05;7.632949119972817e-05;1.3650301208358218e-05;2.2867075138460337e-05;8.824951050681365e-05;2.012172185307404e-06;7.527271378259761e-05;4.737732925144229e-05;4.467721588396069e-05;7.096532494887176e-07;0.10752504103994068;50;41;31;35;101075
9.002641112020705e-05;7.921911948016761e-05;6.763610678727241e-05;6.796331823951436e-05;9.459246440320866e-05;2.958240974965361e-05;1.1120941961874077e-07;2.7195455939819868e-05;2.17891379626744e-05;6.618345851139981e-05;6.33711599765529e-05;5.934613827047239e-05;1.6243443209453702e-06;7.287780544506476e-05;3.235304124854915e-05;6.650559890066311e-05;5.565784285021533e-05;3.427309254279072e-05;1.3457626710410776e-05;0.1;50;29;36;39;100983
1.807759548407269e-05;8.001582366647964e-05;6.417370448140233e-05;6.689516417606249e-05;8.322628859701488e-05;5.738240691889403e-05;4.660035143530129e-05;6.366410353587279e-05;2.979574289583591e-05;1.825971310870993e-05;6.165878380712464e-05;2.338483690854777e-05;7.991510934660673e-06;5.5418458525391403e-08;6.083194014000672e-05;3.621487834802368e-05;7.52310970673456e-05;3.751763983131025e-05;4.860034482382268e-05;0.1;46;31;35;41;100923
9.43415267631087e-08;3.926505164866024e-06;9.772838231769294e-05;2.423536951367624e-05;6.63310709504002e-05;8.390996987996116e-05;5.506604592365643e-05;1.531445000839562e-05;7.281164373361664e-05;6.002514100995831e-05;7.312505893473752e-05;7.697466228570872e-05;9.754103676847452e-05;5.7356328002671e-05;3.416411126906018e-05;6.484645569002372e-05;6.8440709242626135e-06;8.973973183215864e-05;1.193810113381968e-05;0.1;51;43;35;40;100920
2.299896132914453e-05;6.180906231649904e-05;6.742386620368168e-06;4.647237562500374e-05;6.094615860107644e-05;4.218583923674969e-05;1.912635062373036e-06;9.855193569028656e-05;3.6711576734053535e-05;7.78577186933267e-05;3.256464921874533e-05;4.750167569934189e-05;3.884636426109966e-05;3.4253922950960774e-05;2.1851377207778745e-06;3.600209378545035e-05;8.894899903995301e-05;6.903933385936837e-05;1.4542285909543984e-05;0.1;45;31;29;36;100892
4.218281785388314e-05;4.1102107526554576e-05;9.07611002556555e-05;7.140326444668565e-05;6.079052140907038e-05;3.093727178627821e-05;8.237903842212947e-05;9.550605114849888e-05;8.211982825502266e-05;1.5651051914729042e-07;6.36401370183407e-05;5.113538144210072e-06;2.5760722033372182e-05;5.9524700347771685e-06;6.037954529493878e-05;6.865899134926068e-05;1.1448763806590512e-05;3.838388830449795e-05;4.562365089555421e-05;0.1;44;32;31;44;100886
4.467811630313781e-05;8.097840267383138e-05;2.43495259185182e-05;8.831759706143232e-05;5.610487353667038e-05;6.091748793796582e-05;8.750589641689428e-05;8.17582687849336e-05;6.0156206882190034e-05;7.531877038481742e-05;4.333194902328968e-05;5.473777534997463e-05;6.207013670851114e-06;8.985791800004684e-06;8.29425404186332e-05;5.967165568249666e-06;1.6939912563260728e-05;7.958326589504416e-05;1.145950628256287e-07;0.1;48;38;32;45;100871
6.171059444286564e-05;8.499593305032054e-05;1.9624571670616566e-05;1.255497898984771e-05;9.634799474743276e-05;1.0804455937640712e-05;4.784910701071892e-05;5.855637287933019e-05;5.413744209074383e-05;8.603215703294321e-06;5.702691400361937e-06;1.0548342746103568e-05;5.855876838726125e-05;5.443448876343211e-05;2.3374079203674425e-05;6.377741418455916e-05;8.200675020556495e-05;4.1578959846593765e-06;4.981299435480424e-05;0.1;45;24;29;46;100852
4.188039383877551e-06;5.030683226320282e-05;5.8422478883171816e-05;9.20196986074274e-05;4.915852362142759e-06;5.73499584935216e-05;8.53629928527957e-05;2.419277281192366e-05;8.762923485239376e-05;1.9043409274291823e-06;7.324546291337298e-05;9.33113221168653e-05;6.571976616400622e-05;4.39029243980448e-05;4.488101647271803e-06;9.201138133226288e-05;4.702962226915748e-05;2.899674433594801e-06;6.898210713287619e-05;0.1;47;38;33;49;100843
2.9265509766740784e-05;5.454279502117131e-05;1.334163355232071e-05;6.916434019733182e-05;7.950115369284705e-05;1.633544497431565e-05;1.0431308735188216e-05;1.4551548278735916e-05;8.771275618985017e-05;5.281892617563562e-05;4.672609960075026e-05;1.0671181910235429e-05;6.495560067569619e-05;8.6799959189509e-05;8.28185869323453e-05;6.260547089808013e-05;7.527871665167363e-06;1.1239702717601296e-05;4.930898710982468e-06;0.1;46;25;36;42;100818
9.490796031828167e-05;7.771859094396096e-05;2.854052903028416e-05;8.442095857762321e-05;4.3239636018509e-05;8.28667143533594e-05;8.22888068293502e-05;1.888701867628544e-05;7.011411313835769e-05;2.9064296930653112e-05;2.974926699926682e-05;2.9634807688058075e-05;7.255682475599482e-05;2.298260417925361e-05;9.058352460902253e-08;7.152368534826332e-05;1.7118474383512528e-05;1.0448239530783463e-05;2.3751612059406013e-05;0.1;43;33;28;49;100816
7.433528955700125e-05;7.233303039939631e-05;1.3605623443164294e-05;8.36078900795281e-05;1.5478603484611198e-05;3.011755869973588e-05;2.48976899161365e-05;3.723070985730478e-05;2.546637658899619e-05;4.889509264384521e-05;4.074078813546854e-05;9.865694907793266e-05;5.592635012822567e-06;1.4218137638735163e-05;5.282589390860248e-06;6.258411949823758e-05;5.450927741371959e-06;8.364397373761234e-05;5.119386306819278e-05;0.1;37;29;23;35;100811
5.961426495498969e-05;7.395811772217427e-05;2.1096989061995044e-05;8.41622007542774e-05;3.0353805533004263e-06;8.438128636583062e-05;4.603290506427651e-05;2.175879399316445e-05;1.33778144993968e-05;9.533071675823726e-05;7.266558758115671e-06;1.990934199359257e-05;3.4782234743304595e-05;6.202348489611204e-05;5.448010852760984e-05;1.25643492412314e-05;2.8972798373821463e-05;2.387517710860241e-05;2.135428544903414e-05;0.1;42;31;29;38;100808
7.55236531199952e-05;3.232467839440071e-05;9.381831520445092e-05;7.660290835821016e-06;9.61234703892189e-05;2.4570509248467567e-05;9.094180302419264e-07;4.338080365183268e-05;3.589704296870087e-05;5.390890052067939e-05;7.967728605698454e-05;8.424308021504472e-05;4.012299996116919e-05;4.298457437063503e-05;1.481777303294737e-05;4.7547608881163495e-06;6.412149902350247e-05;6.443762555269228e-06;7.33830119421456e-05;0.1;45;31;31;33;100782
4.255342977211996e-05;3.125747270778583e-05;7.61720891095188e-05;8.324867746196451e-05;9.7529953864988e-05;6.420135846752411e-05;4.6152895854005177e-05;3.052643016074359e-05;2.223182092142263e-05;2.129259504826012e-05;4.091893747197988e-05;9.917863552879298e-05;8.536974374032668e-08;1.972058972310008e-05;1.8839298240357385e-05;7.171194855322924e-05;3.524847275980618e-05;4.5726080459182064e-05;1.4862413046990495e-05;0.1;40;30;31;33;100778
6.477219952520175e-06;7.388274373511795e-05;2.115286258634137e-05;3.9343548943686025e-05;6.413525223738326e-06;2.262695847584352e-05;7.929022783296358e-05;8.043964469152019e-05;2.070848248877104e-05;3.3591384510668955e-05;1.3423841909374358e-05;7.417263028492238e-06;9.921717144484094e-05;6.555939512448393e-05;5.420965091983188e-05;7.654985004052996e-05;8.400771596877241e-05;8.067147680447276e-05;1.6539449289876608e-06;0.1;49;33;34;49;100772
6.314189212183764e-05;5.325040664159818e-05;1.1539464217891738e-05;6.056378893234115e-05;1.1720390568023344e-05;3.3720657556575205e-05;1.4284196481433189e-05;6.92073647024369e-05;2.0625211383615263e-05;3.91859373188026e-05;8.956747776187788e-05;2.043163833989703e-05;5.078050639587791e-05;4.192716611660221e-05;1.8124041045729728e-06;7.927581135728128e-05;6.904590631459973e-06;4.742550209769537e-05;5.6067829493895e-05;0.1;43;32;26;35;100762
2.905045056714204e-05;4.699882681579366e-05;8.901411373960146e-05;7.077213502675275e-05;6.220322616470276e-06;1.4730304427897034e-05;7.841590771916818e-07;6.309217902291635e-05;4.476734254104184e-05;1.3427485090227554e-05;9.579341210567704e-05;5.296597239456199e-05;2.418932941128892e-05;5.006035711547076e-05;6.796203327351079e-05;7.623921797356448e-06;2.74703815047892e-05;8.069654908839937e-05;4.596648704026613e-05;0.1;39;29;34;34;100760
5.0006232659020815e-05;8.890360441332016e-05;4.5406525633201216e-05;2.772250074218823e-05;9.164129181004278e-05;3.879350756788693e-05;5.0340410884446166e-05;3.2886063253067724e-05;6.628376002907298e-05;9.950312250060356e-05;2.551354886476964e-06;8.998480060071015e-05;3.926056989265403e-07;3.642278811462111e-05;1.686068062895143e-05;7.573417806725513e-05;5.0610840757173485e-06;5.534849535843279e-05;2.9492613384531266e-05;0.1;48;32;23;38;100752
7.683999289487798e-05;8.920655881696383e-06;2.11158037431927e-05;5.021316409195324e-05;2.001172362877479e-06;2.528549787625588e-05;5.1740128982496615e-05;1.4961198256300712e-06;2.645462862260417e-05;5.140308194758695e-05;5.731492479812457e-05;9.257516930553056e-05;6.453456232506079e-05;4.147358025299938e-05;9.30351177133068e-05;7.848829833877943e-05;2.000089211127476e-05;1.3084236134881978e-05;6.75811635742733e-05;0.1;44;32;32;43;100709
8.434824928142859e-05;3.612227352342863e-05;2.604875790573491e-05;8.575531270999133e-05;3.74653091653261e-05;1.6833319860561469e-06;3.902891008393338e-05;6.54522269010942e-05;2.5435953880638183e-05;4.319875924251573e-05;5.671513828222552e-06;5.880927915139572e-05;7.562949238603938e-05;4.133125614011103e-05;4.202326328014601e-05;8.828249858491643e-06;2.019408645119825e-05;1.546753031279127e-05;4.8168776866153794e-05;0.1;35;25;29;39;100701
7.18703949501973e-05;8.478062372975438e-06;5.733237131030232e-05;5.7076879658590144e-05;9.14188424133511e-05;5.261828101048604e-05;1.3706269597417952e-05;5.727532592481626e-05;9.132764436533235e-06;2.0379383529992168e-05;3.1108584187416136e-06;5.132935824594984e-05;8.453261529357238e-06;4.693943785313291e-05;9.329450353241442e-05;7.197614130193321e-05;7.741167422529305e-06;2.242098122088432e-05;6.736624198934343e-05;0.1;41;25;34;35;100697
5.215995129911216e-05;9.332764123790668e-05;8.060165046030691e-05;6.929717937736674e-05;5.025503365311934e-07;4.2782345663824994e-05;1.974862816520323e-05;9.10797911048868e-05;1.7458398467636028e-05;2.860600516592855e-05;5.168367677344992e-05;2.6336361899807925e-05;2.098646772791212e-05;5.990993251027525e-05;8.892952275502387e-06;5.816775872092473e-06;3.7224529518607145e-05;7.206644545078624e-05;5.54806758273948e-05;0.1;40;31;29;35;100691
8.130869641138197e-05;3.0510919021208216e-05;5.8664301244563446e-05;9.148151491912278e-05;3.206647262228499e-05;8.200278222654251e-05;9.475131261696524e-07;3.646702784676271e-07;7.597116603389675e-05;7.614475821271212e-05;7.889771878522938e-05;9.300268378881623e-05;1.1790631182028422e-05;2.319849849836884e-05;9.037249203738076e-05;1.7723619777235345e-05;6.82229267576584e-05;5.304630000408154e-05;8.319367685150724e-06;0.1;46;33;38;45;100677
2.7416066655980587e-05;7.941936898898661e-06;8.565824959643055e-06;8.941908746641183e-05;1.918673247187429e-05;3.2337156211552075e-05;2.2665640222698804e-05;3.5499630583193734e-05;6.942384274609337e-06;5.190597909082704e-05;6.76125635922149e-06;8.003565078223617e-05;2.3371208191043303e-05;5.400119146045106e-05;8.800790875614583e-05;6.508773690471942e-05;5.329577865513353e-05;3.2433375311537564e-05;3.3300191305819794e-05;0.1;38;25;33;36;100675
7.027828771659749e-05;4.200576741881191e-06;9.068728318190527e-05;4.844728090331926e-05;4.603269847778328e-05;5.664666059796343e-05;1.4938454677122794e-05;4.6916604856739865e-05;8.311272167177457e-05;1.5482459137515336e-06;2.729171603243713e-05;2.45458644384422e-07;4.157113091498483e-05;7.283155104937347e-05;7.987718291146285e-05;9.451897611270068e-05;6.0850461297078656e-05;2.5462686665289548e-05;9.24147949136699e-05;0.1;48;28;40;50;100668
7.130142918617408e-05;3.662863862065223e-05;5.293593556881826e-06;7.549325397850505e-05;9.551751604781325e-05;2.401515960220142e-05;3.235246137370379e-05;1.838128894818149e-05;5.769361233448397e-05;1.5484139464745494e-05;3.5619394346137944e-05;6.97013013934263e-05;5.601159830093484e-05;3.864625643279353e-05;4.202496018075419e-05;5.621108826232296e-05;5.864727887161303e-07;7.850986845360985e-06;8.812580677630116e-05;0.1;42;28;32;42;100655
5.7427038025708725e-05;8.330569412642137e-05;6.881138762610555e-05;2.116381398203826e-06;3.3670566889753355e-05;1.4447569659460536e-05;2.329722120780391e-05;9.054894774913258e-05;3.689328891076815e-06;2.198007119619237e-05;3.095693522382315e-05;6.168840719663948e-05;5.341016900858655e-05;2.182694828533861e-05;1.6424106722315447e-05;2.3679803459611883e-05;5.025296267016556e-05;2.7117778571120343e-05;9.476025016077222e-05;0.1;39;27;24;35;100648
7.82439409498875e-05;7.078920306979332e-05;1.8263897570179844e-05;1.1624575268993798e-05;8.383990884866921e-05;7.76598482196688e-05;3.2725737369966426e-05;6.581974082133668e-05;1.2416018654781082e-05;5.070476590476782e-05;1.873029206041988e-06;3.916018809215555e-05;7.484282147140509e-06;4.751471801568825e-05;4.216816468528943e-05;4.44385026638056e-05;4.533130204799407e-06;3.616163412818324e-05;7.564838490999165e-05;0.1;45;31;25;35;100629
7.958814737204245e-06;9.403970339455442e-05;2.6066638256210173e-05;8.533464976087239e-05;8.634914504628183e-05;7.725225917625444e-05;1.688336066525701e-05;8.218014592542004e-05;7.692505592415867e-05;5.967229901062171e-05;3.3720203516895274e-05;2.625086042665441e-05;1.2188921208035897e-05;5.097570669008714e-05;5.852608755098465e-05;3.5933899051578725e-05;4.753590676808686e-05;3.635144573692667e-05;6.410060573207013e-05;0.3;54;35;38;46;100620
8.964852726424966e-05;1.4687187583320738e-05;2.2973465411852857e-05;1.0731866047401509e-05;1.3963839922991228e-05;5.125839669342332e-05;3.21179258967464e-05;4.231728395267549e-05;9.82489831794062e-05;1.567043477959481e-05;5.408120707980756e-05;9.887115505365096e-06;3.184963132638786e-05;5.2752592367459866e-05;9.466317459653378e-05;3.912282212834831e-05;6.490669621466983e-06;3.8816144796031694e-05;1.4574117587397774e-05;0.1;38;27;26;40;100594
1.852233308309379e-05;2.04446367065663e-05;2.387008046989785e-05;2.2655384852629124e-05;3.951491084976368e-05;6.537896508367229e-05;4.380317831344697e-05;7.759739087498881e-05;7.192685059486149e-05;1.2652691404907568e-05;4.884162332074393e-06;8.779415639996062e-05;7.983106656287343e-06;1.4833918071971308e-05;2.213327555811806e-06;6.283363652986538e-05;5.823705631583486e-05;9.869036664352556e-05;8.86932396317172e-05;0.1;39;33;23;38;100589
4.4936587162515065e-05;4.931955197879292e-05;2.9858875628829265e-05;1.589650940226306e-05;4.734997732683944e-06;1.959787224916677e-05;5.819436415057831e-05;7.861154478031324e-05;1.6924759744289452e-05;1.0855535777264846e-05;7.492903605492502e-05;3.051583305372897e-05;9.514994392273526e-05;7.14317970610373e-05;3.267560472430309e-05;2.895427477937049e-05;5.236983862713091e-05;7.914466827820943e-06;1.17676512645299e-05;0.1;41;31;28;37;100588
2.325059922078312e-05;1.2967897822423537e-05;2.56463061016766e-05;3.553197484738877e-05;6.739942081457304e-05;6.256484221945158e-06;2.1050693966534296e-05;8.090236402916764e-05;1.4692192358377076e-05;3.426451465225215e-05;8.646589218581402e-05;1.5492531114344267e-05;8.27368356181899e-06;4.845379950800108e-05;3.024195112785364e-05;5.6340836448385415e-05;8.038048904834751e-05;1.3714848815274317e-05;5.80699084554285e-05;0.1;43;27;30;30;100581
3.950763253881926e-05;1.7713545479300253e-05;3.63627748771157e-05;3.73464216792722e-05;9.931707895983329e-05;9.948130293037724e-05;1.1478627866061242e-05;7.259687793283473e-05;5.174547966910115e-06;3.0192015337188627e-06;1.0533389424496431e-05;9.65485657007934e-05;9.408635478946974e-05;1.9392782028068045e-05;1.6167233555371152e-05;2.4053508651594706e-05;5.155469940751422e-05;5.697046320354099e-05;2.2159343043944737e-05;0.1;37;31;32;35;100574
2.912233185782761e-05;6.141837239845393e-05;8.043203260971726e-05;8.992503069815648e-05;6.237533843692329e-05;5.63131274805373e-07;1.863167765185335e-05;9.972620385336795e-06;3.633244755690101e-05;5.013509936337459e-05;4.339717857856085e-06;3.484779757956553e-05;1.7917967462532258e-05;6.47070166258874e-05;4.6427236932434e-05;4.953176469339088e-05;4.276917880334611e-05;9.560197104865672e-05;2.1473512512156323e-05;0.1;39;22;34;37;100544
7.876011464616444e-05;2.77253247618492e-06;5.688743835614907e-06;6.715778238282133e-06;7.310357583283108e-05;5.011666285631721e-05;3.688979435205936e-05;1.05617045261736e-05;7.322402502058892e-05;3.2101981055089966e-05;2.653240700646672e-05;6.52319201553551e-05;5.590108925968418e-05;3.6241064181330166e-05;6.414874708055882e-05;2.7122152038411817e-05;7.948302616043268e-05;2.2931895030765395e-05;1.5883769538201564e-05;0.1;39;27;29;42;100494
6.767665412396405e-05;4.306735714824552e-05;1.1468124237867018e-05;7.142634628218487e-05;2.1776261854901785e-05;1.7662342602459147e-05;3.583229285893832e-05;6.532902447594835e-05;2.339964787906278e-05;1.8366153878188576e-05;9.953625713364331e-07;4.716430971017236e-05;4.286455693151827e-05;2.3386774363737628e-05;5.365216400969075e-06;4.292558745958369e-05;7.882051110716312e-05;7.15282131327177e-05;8.607948898601703e-05;0.1;37;26;28;42;100485
3.378915094824864e-06;5.931559955271343e-05;1.86732994097371e-05;3.45949517863203e-05;3.479686661552165e-05;4.690603402211537e-05;3.341364118761734e-05;1.0736111845066776e-05;1.4562873852545143e-05;3.343798556109768e-06;4.702490853287543e-05;9.544476948529886e-05;1.1567522364811657e-05;9.46264493003082e-05;7.333615147320936e-05;6.374988029341632e-05;6.45277755323563e-05;8.267276483962822e-05;1.0691986437982138e-05;0.1;44;30;34;36;100483
1.2687282806309332e-05;5.9249347917640506e-05;4.82493060527663e-05;6.225753978327817e-05;1.0046981054831596e-06;1.948404916553641e-05;4.913304319121309e-05;9.505035615891348e-05;3.8360904035515846e-05;4.243720260536347e-05;7.146960890066222e-05;6.03792757286118e-05;2.9892615009833324e-05;4.108163955674278e-05;2.1769979885723246e-05;9.660214591302086e-05;1.3063438155735974e-05;3.718367845664195e-05;2.583897222001119e-06;0.1;43;31;25;34;100470
2.852636619415329e-05;5.203722164409679e-05;8.523501166838342e-05;7.075384896146737e-05;6.218831614549331e-05;4.960328899414148e-05;2.9868398381413432e-05;1.192449113192612e-05;4.090760345660956e-05;2.8518493911292577e-06;2.110558892668506e-05;4.324833758726599e-05;4.186051856719151e-05;4.42954309969924e-06;5.890601535252913e-05;5.496842558532362e-05;7.810430402091284e-06;9.431630524604392e-05;9.938277895086012e-06;0.1;33;23;30;36;100460
5.712604699370973e-05;1.430011226657264e-05;3.745482433795813e-05;7.97732263348214e-05;3.673907286970705e-05;8.701721830278875e-06;5.56784910928188e-05;8.451208514960348e-05;7.959263871435024e-05;1.7512314013035325e-05;6.727646144124667e-05;2.205042634356471e-05;2.1820753455217225e-05;8.740717733051851e-05;2.496689527402302e-05;2.632473465180112e-05;6.53390761299555e-08;8.706690341255177e-05;7.925948132091347e-05;0.1;44;35;32;39;100429
4.9379559636439074e-05;5.2273282938199405e-05;4.2754101835854966e-05;2.541912674409519e-06;1.0789142699330443e-05;3.142918568673425e-06;6.364104112637804e-05;3.143559810763267e-05;5.085706911647028e-05;9.075664739260933e-05;2.492922291488749e-05;4.1038292303562976e-05;7.555511385430487e-05;2.287981654916225e-05;7.6979909828793e-06;2.89751452913768e-05;1.6122128725400442e-05;9.29697652342573e-05;8.08120379564417e-05;0.1;42;33;20;39;100419
1.959828624191452e-05;4.522728891053807e-06;3.253303307632644e-05;3.8867728968948206e-05;2.7134903177389592e-05;8.287375091519293e-05;3.567533266935893e-05;2.809345096873808e-05;5.426960831582485e-05;1.4092422497476266e-05;8.021969807540397e-05;7.455064367977083e-06;9.868869366005174e-05;7.722447692966574e-05;1.987156815341724e-05;5.522117123602399e-07;8.154614284548342e-05;7.068573438476172e-05;7.290071680409874e-05;0.1;45;39;37;42;100406
